LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,TotalSF,HouseAge,RemodelAge,EffectiveAge,TotalBath,Qual_TotalSF,TotalOutdoorSpace,BathToRoomRatio,OverallScore,GarageScore,TotalHomeQuality,QualGrLivArea,TotalSF2,HasPool,Has2ndFloor,HasGarage,HasBsmt,HasFireplace,MoSold_Sin,MoSold_Cos,Neighborhood_Rank,LivingArea_to_Lot_Ratio,Actual_Yard_Area,UnfBsmt_Ratio,Has_Premium_Location,Has_Penalty_Location,Bsmt_Real_Value,Fireplace_Real_Value,Garage_Real_Value,Luxury_Score,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_None,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_None,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_None,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_None,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_None,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_None,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_None,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_Fin,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_None,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
21.129544336540825,18.32566289242973,7,5,2.855442416438712,0.6628815685497162,1.267597077392639,4,3,0.5821773324816708,15.073860780711371,0.0,20.20745165125224,856.0,5,6.183130902799549,4.418407726846213,0.0,8.84634478978332,1.0,0.0,2,1,3,0.4276742783882838,4,8,0,0,2003.0,2.0,548.0,3,3,0.0,4.298956767425335,0.0,0.0,0.0,0.0,0.0,41.024157162976415,5,5,5.0,3.5,45.36574278427956,11.146009143762848,0.20280654329846887,35,57.875493336783485,12,27.337583790077538,82.19796345588661,0.0,1,1,1,0,0.8660254037844386,0.5000000000000001,20,0.1032619793972401,32.69527094636675,0.1752336428126911,0.0,0.0,193.734495141895,0.0,1644.0,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
24.297220915619047,18.787974131061816,6,8,0.0,0.6324076374975575,1.267597077392639,4,3,1.0910915964731904,16.562883492504866,0.0,27.9381941165757,1262.0,5,6.505675893304359,0.0,0.0,8.424587846690226,0.0,0.04194563889948945,2,0,3,0.4276742783882838,3,6,1,3,1976.0,2.0,460.0,3,3,4.543896089377464,0.0,0.0,0.0,0.0,0.0,0.0,40.77360481344136,31,31,31.0,2.5,43.227605790152445,23.874380942199924,0.21114186581292252,48,53.048887319553515,14,24.53247342648814,81.69532766606478,0.0,0,1,1,1,0.49999999999999994,-0.8660254037844387,17,0.08252166470772859,33.73437213473906,0.22503961786814883,0.0,0.07618685244013791,243.22335719120252,1.2058471387661236,1380.0,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
21.782383156152726,19.37439287964453,7,5,2.8070035016476664,0.6628815685497162,1.267597077392639,4,3,0.8373566778367953,13.497945714285372,0.0,34.51590684361483,920.0,5,6.243283897787385,4.423970607674484,0.0,8.907195167302874,1.0,0.0,2,1,3,0.4276742783882838,4,6,1,3,2001.0,2.0,608.0,3,3,0.0,3.90355809668022,0.0,0.0,0.0,0.0,0.0,41.840487862713175,7,6,6.4,3.5,46.05095309709517,9.212899294441357,0.24058251823213797,35,60.93824922645714,12,27.617401872211133,83.83561935122886,0.0,1,1,1,1,-1.0,-1.8369701987210297e-16,20,0.09172545915204139,35.77305652322804,0.4717391253071834,0.0,0.0,202.10231882967483,1.2058471387661236,1824.0,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
20.01704915464717,18.768889615970792,7,5,0.0,0.6324076374975575,1.267597077392639,3,4,0.5821773324816708,10.504381112504097,0.0,38.45197460911821,756.0,4,6.279604900877786,4.369367724286874,0.0,8.852056245160577,1.0,0.0,1,0,3,0.4276742783882838,4,7,1,4,1998.0,3.0,642.0,3,3,0.0,3.712592481139385,0.7701748874579644,0.0,0.0,0.0,0.0,40.46567595408759,91,36,58.0,2.0,44.89512919634964,24.204705200716177,0.11516313940975054,35,76.48992139569431,12,27.363768962200698,81.07758934930224,0.0,1,1,1,1,0.8660254037844386,0.5000000000000001,12,0.09771760723214841,33.81678683600377,0.7142857048374907,0.0,0.0,152.11192436157793,1.369739235682228,1926.0,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
25.104908434417965,20.275903831611313,8,5,2.989068984046459,0.6628815685497162,1.267597077392639,4,3,0.9884684139984767,14.746591054383364,0.0,36.651987818244045,1145.0,5,6.425134374572376,4.5008259021843715,0.0,9.199322736600893,1.0,0.0,2,1,4,0.4276742783882838,4,9,1,3,2000.0,3.0,836.0,3,3,4.265851335262973,4.642166641493237,0.0,0.0,0.0,0.0,0.0,45.24230422179009,8,8,8.0,3.5,50.738178719253845,23.04191366048531,0.18791066106998366,40,87.09950147540913,13,29.897866980769894,90.66018122201451,0.0,1,1,1,1,-2.4492935982947064e-16,1.0,23,0.09028932181109582,38.165797630242864,0.42794759451574155,0.0,0.0,229.75140053991043,1.2058471387661236,2508.0,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
25.30466337334907,20.236415256548298,5,5,0.0,0.6324076374975575,1.267597077392639,4,3,0.5821773324816708,15.233717886400715,0.0,12.926948385628808,796.0,5,6.1223928891605635,4.24964625769518,0.0,8.529903713250295,1.0,0.0,1,1,1,0.4276742783882838,3,5,0,0,1993.0,2.0,480.0,3,3,3.196866531688017,3.552396352295645,0.0,0.06631075313773362,0.0,0.0,0.23516945214336923,38.4653058403149,16,14,14.8,2.5,39.25213684089099,27.01827531820169,0.19759373218010082,25,54.18530546302021,10,23.918246251595715,77.0646580130741,0.0,1,1,1,0,-0.8660254037844386,0.5000000000000001,6,0.06779078807344352,38.638917427120234,0.08040200904017576,0.0,0.0,185.64850175652242,0.0,1440.0,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
23.26699142186717,18.96842993155669,8,5,2.84236246022474,0.6628815685497162,1.267597077392639,5,3,0.9884684139984767,18.219490028303973,0.0,29.5196657529982,1686.0,5,6.748156923427188,0.0,0.0,8.833205792053542,1.0,0.0,2,0,3,0.4276742783882838,4,7,1,4,2004.0,2.0,636.0,3,3,4.446428223344867,4.22668366761591,0.0,0.0,0.0,0.0,0.0,45.42636077874607,3,2,2.4000000000000004,3.0,50.89479528103913,24.38581057257824,0.19143186713394164,40,62.3136724041614,13,28.142756147625775,91.02943270329209,0.0,0,1,1,1,-0.8660254037844385,-0.5000000000000004,21,0.0944627025012827,33.5848943848772,0.18801897871874865,0.0,0.0,328.3190330049244,1.369739235682228,1908.0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
24.297220915619047,19.075871038074023,7,6,2.904403520723929,0.6324076374975575,1.267597077392639,4,3,0.8373566778367953,15.956862774264629,0.6808620424796006,24.337838167060166,1107.0,5,6.397147540288124,4.474015715555004,0.0,9.128159885331955,1.0,0.0,2,1,3,0.4276742783882838,3,7,2,3,1973.0,2.0,484.0,3,3,4.39486125712739,5.611113760879689,0.7700386151973516,0.0,0.0,0.0,0.23516945214002316,44.502759853198505,36,36,36.0,3.5,48.264271835885786,34.46625829908158,0.22016057108443907,42,54.409618569704264,13,28.649180228549163,89.17652504451841,0.0,1,1,1,1,-0.5000000000000004,0.8660254037844384,9,0.103020778913495,34.7838972221352,0.19512194945689296,0.014034208716739625,0.0,225.25326637345586,1.6030462513074732,1452.0,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
17.92723218706977,17.193355385753872,7,5,0.0,0.6324076374975575,1.267597077392639,3,3,0.5821773324816708,0.0,0.0,50.759295686510235,952.0,4,6.330803350443501,4.367215033111193,0.0,8.897753482483598,0.0,0.0,2,0,2,0.5325959325860636,3,8,2,3,1931.0,2.0,468.0,2,3,3.764153014547003,0.0,0.7699402306576395,0.0,0.0,0.0,0.0,41.95483813087353,77,58,65.6,2.0,46.146685251842094,23.762997451567937,0.1750036329055135,35,53.50647623842178,12,27.573863160448123,84.065020280456,0.0,1,1,1,1,0.8660254037844387,-0.4999999999999998,8,0.11841723199994243,29.03613395829645,0.9999999894957985,0.0,0.07618685244013791,174.1724210198506,1.6030462513074732,936.0,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
17.687231643985744,17.86319402775409,5,6,0.0,0.6324076374975575,1.267597077392639,3,3,0.5821773324816708,15.913843117150497,0.0,19.50264943040578,991.0,5,6.374347605002431,0.0,0.0,8.206836998894453,1.0,0.0,1,0,2,0.5325959325860636,3,5,2,3,1939.0,1.0,205.0,4,3,0.0,1.6351363997726471,0.0,0.0,0.0,0.0,0.0,37.85904206799373,69,58,62.4,2.0,38.77690897611634,2.3034238986977167,0.1492501255250434,30,24.7871332985617,11,22.60365897776407,75.84844256275127,0.0,0,1,1,1,0.49999999999999994,0.8660254037844387,2,0.08735771401225205,31.450366500493363,0.1412714415613376,0.0,0.07618685244013791,178.32631867227852,1.6030462513074732,820.0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
